p,policy,shots,failures,ler,ci_low,ci_high,escalation_rate,silent_failures,unconverged_failures,escalated_failures,work_mean,work_p99,time_p50_us,time_p99_us
0.0004999999999999999,never,49400,7248,0.14672064777327934,0.1436279087925365,0.14986832814787177,0.0,0,7248,0,17.20761133603239,50.0,15323.39990234375,67196.64257812501
0.0004999999999999999,always,49400,0,0.0,0.0,7.77591352329168e-05,1.0,0,0,0,14.807327935222672,20.0,603985.125,796045.1950000002
0.0004999999999999999,primary_fail,49400,0,0.0,0.0,7.77591352329168e-05,0.2585425101214575,0,0,0,22.037975708502024,70.0,17008.69921875,818839.6551562501
0.0004999999999999999,flag,49400,0,0.0,0.0,7.77591352329168e-05,0.7218016194331984,0,0,0,15.710668016194331,48.0,525399.90625,796615.6203515627
0.0004999999999999999,flag_or_fail,49400,0,0.0,0.0,7.77591352329168e-05,0.7218016194331984,0,0,0,15.710668016194331,48.0,525399.90625,796615.6203515627
0.0008218759147586127,never,49400,16316,0.3302834008097166,0.3261492848044137,0.33444391084699493,0.0,0,16316,0,29.14404858299595,72.0,25482.75,89110.58992187506
0.0008218759147586127,always,49400,5,0.00010121457489878542,4.3232929055892326e-05,0.00023693961525896116,1.0,0,0,5,17.820546558704454,20.0,634373.21875,823535.004375
0.0008218759147586127,primary_fail,49400,4,8.097165991902834e-05,3.1488224334364935e-05,0.0002082016381641012,0.524008097165992,0,0,4,39.247834008097165,92.0,232692.453125,875550.9830859377
0.0008218759147586127,flag,49400,5,0.00010121457489878542,4.3232929055892326e-05,0.00023693961525896116,0.8977935222672064,0,0,5,19.559635627530366,57.0,629949.34375,824421.3731250002
0.0008218759147586127,flag_or_fail,49400,5,0.00010121457489878542,4.3232929055892326e-05,0.00023693961525896116,0.8977935222672064,0,0,5,19.559635627530366,57.0,629949.34375,824421.3731250002
0.001350960038520613,never,49400,30075,0.6088056680161943,0.6044938028705443,0.6131006118925376,0.0,0,30075,0,49.821417004048584,105.0,43491.05078125,123090.95257812517
0.001350960038520613,always,49400,54,0.0010931174089068825,0.0008379528501121197,0.0014258711032057133,1.0,0,0,54,19.366356275303644,20.0,628115.5,917552.9831250003
0.001350960038520613,primary_fail,49400,54,0.0010931174089068825,0.0008379528501121197,0.0014258711032057133,0.822753036437247,0,0,54,66.04813765182186,125.0,658560.599609375,997317.9734765629
0.001350960038520613,flag,49400,54,0.0010931174089068825,0.0008379528501121197,0.0014258711032057133,0.9828137651821862,0,0,54,20.725303643724697,64.0,628191.78125,918324.1943750001
0.001350960038520613,flag_or_fail,49400,54,0.0010931174089068825,0.0008379528501121197,0.0014258711032057133,0.9828137651821862,0,0,54,20.725303643724697,64.0,628191.78125,918324.1943750001
0.0022206430349229218,never,49400,43399,0.8785222672064777,0.8756119673310346,0.881373699953592,0.0,0,43399,0,85.41044534412956,155.0,68485.75,150930.0120312501
0.0022206430349229218,always,49400,642,0.012995951417004048,0.012034393146701117,0.014033247714652468,1.0,0,0,642,19.948765182186236,20.0,542980.03125,1464232.5000000019
0.0022206430349229218,primary_fail,49400,642,0.012995951417004048,0.012034393146701117,0.014033247714652468,0.9792712550607288,0,0,642,104.95864372469636,175.0,609623.662109375,1567960.2720312504
0.0022206430349229218,flag,49400,642,0.012995951417004048,0.012034393146701117,0.014033247714652468,0.9993724696356275,0,0,642,20.34730769230769,20.0,543293.8125,1464232.5000000019
0.0022206430349229218,flag_or_fail,49400,642,0.012995951417004048,0.012034393146701117,0.014033247714652468,0.9993724696356275,0,0,642,20.34730769230769,20.0,543293.8125,1464232.5000000019
0.003650186051359237,never,49400,48761,0.9870647773279352,0.9860297799831058,0.9880240272009898,0.0,0,48761,0,143.1818016194332,223.01000000000204,99160.30078125,173569.22203125004
0.003650186051359237,always,49400,7224,0.14623481781376518,0.14314639946306296,0.14937825311375202,1.0,0,0,7224,19.99904858299595,20.0,390861.203125,2410033.415000001
0.003650186051359237,primary_fail,49400,7224,0.14623481781376518,0.14314639946306296,0.14937825311375202,0.9996761133603239,0,0,7224,163.1743724696356,243.01000000000204,491704.30859375,2531299.1893750047
0.003650186051359237,flag,49400,7224,0.14623481781376518,0.14314639946306296,0.14937825311375202,1.0,0,0,7224,20.037307692307692,20.0,390861.203125,2410033.415000001
0.003650186051359237,flag_or_fail,49400,7224,0.14623481781376518,0.14314639946306296,0.14937825311375202,1.0,0,0,7224,20.037307692307692,20.0,390861.203125,2410033.415000001
0.006000000000000003,never,49400,49369,0.9993724696356275,0.999109421500574,0.9995578562278851,0.0,0,49369,0,225.0583198380567,310.0,128262.0,189727.60203125014
0.006000000000000003,always,49400,35480,0.7182186234817813,0.7142346371065325,0.722168672874123,1.0,0,0,35480,20.0,20.0,1617511.4375,4034574.1
0.006000000000000003,primary_fail,49400,35480,0.7182186234817813,0.7142346371065325,0.722168672874123,1.0,0,0,35480,245.0583198380567,330.0,1748130.8359375,4173490.4421875053
0.006000000000000003,flag,49400,35480,0.7182186234817813,0.7142346371065325,0.722168672874123,1.0,0,0,35480,20.0,20.0,1617511.4375,4034574.1
0.006000000000000003,flag_or_fail,49400,35480,0.7182186234817813,0.7142346371065325,0.722168672874123,1.0,0,0,35480,20.0,20.0,1617511.4375,4034574.1
